Local Case Number,Crash Date/Time,Road Name,Related Non-Motorist,Weather,Surface Condition,Light,Driver Substance Abuse,Pedestrian Type,Pedestrian Movement,Pedestrian Actions,Pedestrian Location,At Fault,Injury Severity,Safety Equipment,Latitude,Longitude,Year,Month,Hour
220045119,10/14/2022 06:32:00 PM,NEW HAMPSHIRE AVE,PEDESTRIAN,Clear,DRY,Dark,NONE DETECTED,PEDESTRIAN,Walking/Riding w/Traffic,DART DASH,ON ROADWAY NOT AT CROSSWALK,Yes,Suspected Serious Injury,NONE,39.15768979,-77.01388182,2022,10,18
220045002,10/14/2022 09:00:00 AM,OLD COLUMBIA PIKE,PEDESTRIAN,Clear,WET,Daylight,NONE DETECTED,PEDESTRIAN,Standing,NO IMPROPER ACTIONS,AT INTERSECTION BUT NO CROSSWALK,No,Possible Minor Injury,REFLECTIVE CLOTHING,39.053705,-76.97383833,2022,10,9
220045117,10/14/2022 07:30:00 AM,MARYLAND AVE,BICYCLIST,Cloudy,UNKNOWN,Daylight,UNKNOWN,BICYCLIST,Walking/Riding w/Traffic,NO IMPROPER ACTIONS,IN BIKEWAY,No,No Apparent Injury,MC/BIKE HELMET,39.0788738,-77.15614325,2022,10,7
220044963,10/13/2022 09:42:00 PM,COLESVILLE RD,PEDESTRIAN,Rain,WET,Medium,NONE DETECTED,PEDESTRIAN,Cross/Enter at Intersection,NO IMPROPER ACTIONS,ON ROADWAY AT CROSSWALK,No,Possible Minor Injury,NONE,38.99355427,-77.03212944,2022,10,21
220044739,10/12/2022 08:45:00 PM,WISCONSIN AVE,PEDESTRIAN,Clear,DRY,Medium,N/A,PEDESTRIAN,Cross/Enter at Intersection,NO IMPROPER ACTIONS,ON ROADWAY AT CROSSWALK,No,Possible Minor Injury,N/A,38.98020833,-77.091825,2022,10,20
220044711,10/12/2022 05:27:00 PM,MARYLAND AVE,PEDESTRIAN,Cloudy,DRY,Daylight,NONE DETECTED,PEDESTRIAN,Cross/Enter at Intersection,NO IMPROPER ACTIONS,ON ROADWAY AT CROSSWALK,No,Possible Minor Injury,N/A,39.08043397,-77.15271433,2022,10,17
220053209,10/12/2022 04:13:00 PM,FREDERICK RD,BICYCLIST,Clear,DRY,Daylight,UNKNOWN,BICYCLIST,Walking/Cycling on Sidewalk,NO IMPROPER ACTIONS,DRIVEWAY ACCESS MARKED CROSSWALK,No,Possible Minor Injury,UNKNOWN,39.1461514,-77.20414629,2022,10,16
220044472,10/11/2022 04:20:00 PM,RICHTER FARM RD,PEDESTRIAN,Clear,DRY,Daylight,UNKNOWN,PEDESTRIAN,Other Working,NO IMPROPER ACTIONS,OTHER,No,Possible Minor Injury,N/A,39.15365908,-77.28666362,2022,10,16
220044439,10/11/2022 01:55:00 PM,NA,PEDESTRIAN,Clear,NA,Daylight,NONE DETECTED,PEDESTRIAN,Cross/Enter at Intersection,NO IMPROPER ACTIONS,ON ROADWAY AT CROSSWALK,No,Possible Minor Injury,NONE,39.15680213,-77.22116675,2022,10,13
220044371,10/11/2022 05:44:00 AM,UNIVERSITY BLVD E,PEDESTRIAN,Clear,DRY,Medium,NONE DETECTED,PEDESTRIAN,Cross/Enter at Intersection,DART DASH,ON ROADWAY AT CROSSWALK,Yes,Suspected Serious Injury,NONE,38.99385077,-76.99254645,2022,10,5
220044322,10/10/2022 05:43:00 PM,NA,PEDESTRIAN,Clear,NA,Daylight,UNKNOWN,PEDESTRIAN,Other,NO IMPROPER ACTIONS,OTHER,No,Possible Minor Injury,N/A,39.03534039,-77.05381612,2022,10,17
220044308,10/10/2022 05:15:00 PM,LAYHILL RD,PEDESTRIAN,Clear,DRY,Daylight,NONE DETECTED,PEDESTRIAN,Cross/Enter at Intersection,NO IMPROPER ACTIONS,AT INTERSECTION MARKED CROSSWALK,No,Possible Minor Injury,N/A,39.0688025,-77.04611233,2022,10,17
220044061,10/08/2022 10:17:00 PM,NA,PEDESTRIAN,Clear,NA,Medium,NONE DETECTED,PEDESTRIAN,Walking/Riding w/Traffic,NO IMPROPER ACTIONS,ON ROADWAY NOT AT CROSSWALK,No,Possible Minor Injury,NONE,39.0242988,-77.21955542,2022,10,22
220044009,10/08/2022 02:10:00 PM,NA,PEDESTRIAN,Clear,NA,Daylight,NA,PEDESTRIAN,Standing,INATTENTIVE,OTHER,Unknown,Possible Minor Injury,NONE,39.16866679,-77.17357839,2022,10,14
220043914,10/07/2022 06:17:00 PM,UNIVERSITY BLVD W,PEDESTRIAN,Clear,DRY,Medium,NONE DETECTED,PEDESTRIAN,Cross/Enter at Intersection,IN ROADWAY IMPROPERLY,ON ROADWAY NOT AT CROSSWALK,Yes,Possible Minor Injury,NONE,39.04149467,-77.05098383,2022,10,18
220043893,10/07/2022 05:07:00 PM,PARKLAWN DR,PEDESTRIAN,Clear,DRY,Daylight,NONE DETECTED,PEDESTRIAN,Cross/Enter at Intersection,FAILURE TO OBEY TRAFFIC SIGNS SIGNALS OR OFFICER,ON ROADWAY AT CROSSWALK,Yes,Possible Minor Injury,N/A,39.06147401,-77.1162619,2022,10,17
220043830,10/07/2022 12:39:00 PM,NA,PEDESTRIAN,Clear,NA,Daylight,UNKNOWN,PEDESTRIAN,Other,NO IMPROPER ACTIONS,OTHER,No,Possible Minor Injury,NONE,38.98569885,-77.09213895,2022,10,12
220043727,10/06/2022 07:15:00 PM,UNIVERSITY BLVD E,PEDESTRIAN,Clear,DRY,Dark,UNKNOWN,PEDESTRIAN,Other,IN ROADWAY IMPROPERLY,ON ROADWAY NOT AT CROSSWALK,Yes,Possible Minor Injury,NONE,39.00440088,-76.99661326,2022,10,19
220043725,10/06/2022 06:51:00 PM,MACARTHUR BLVD,BICYCLIST,Clear,DRY,Medium,NONE DETECTED,BICYCLIST,Cross/Enter at Intersection,NO IMPROPER ACTIONS,IN BIKEWAY,No,Possible Minor Injury,MC/BIKE HELMET,38.97531,-77.16186,2022,10,18
22001757,10/06/2022 09:16:00 AM,BEACH DR,PEDESTRIAN,Clear,DRY,Daylight,NONE DETECTED,PEDESTRIAN,Cross/Enter at Intersection,NO IMPROPER ACTIONS,ON ROADWAY AT CROSSWALK,No,Possible Minor Injury,N/A,39.0222125,-77.10175483,2022,10,9
220043563,10/06/2022 07:34:00 AM,CLOPPER RD,BICYCLIST,Clear,DRY,Daylight,N/A,BICYCLIST,Cross/Enter at Intersection,UNKNOWN,N/A,Unknown,Possible Minor Injury,NONE,39.169965,-77.29678833,2022,10,7
220043329,10/04/2022 06:32:00 PM,ARCOLA AVE,PEDESTRIAN,Rain,WET,Daylight,NONE DETECTED,PEDESTRIAN,Cross/Enter at Intersection,FAILURE TO OBEY TRAFFIC SIGNS SIGNALS OR OFFICER,ON ROADWAY AT CROSSWALK,Yes,Suspected Serious Injury,NONE,39.04100667,-77.02923833,2022,10,18
220043194,10/04/2022 06:30:00 AM,COLESVILLE RD,BICYCLIST,Rain,WET,Medium,NONE DETECTED,BICYCLIST,Cross/Enter at Intersection,IN ROADWAY IMPROPERLY,AT INTERSECTION MARKED CROSSWALK,Yes,Possible Minor Injury,NONE,38.99462333,-77.0359,2022,10,6
220043111,10/03/2022 03:45:00 PM,LOST KNIFE RD,PEDESTRIAN,Rain,WET,Daylight,NONE DETECTED,PEDESTRIAN,Other,DART DASH,ON ROADWAY NOT AT CROSSWALK,Yes,Possible Minor Injury,NONE,39.15314,-77.19932667,2022,10,15
220042999,10/02/2022 07:56:00 PM,NEW HAMPSHIRE AVE,PEDESTRIAN,Clear,DRY,Medium,NONE DETECTED,PEDESTRIAN,Cross/Enter at Intersection,NO IMPROPER ACTIONS,AT INTERSECTION MARKED CROSSWALK,No,Possible Minor Injury,N/A,39.01535162,-76.97773867,2022,10,19
220042800,10/01/2022 08:28:00 AM,UNIVERSITY BLVD W,PEDESTRIAN,Rain,WET,Daylight,NONE DETECTED,PEDESTRIAN,Cross/Enter at Intersection,UNKNOWN,AT INTERSECTION MARKED CROSSWALK,Unknown,Suspected Serious Injury,N/A,39.034435,-77.02424167,2022,10,8
220042750,09/30/2022 09:05:00 PM,SPRING ST,PEDESTRIAN,Clear,WET,Medium,NONE DETECTED,PEDESTRIAN,Cross/Enter not at Intersection,FAILURE TO YIELD RIGHT OF WAY,SHOULDER,Yes,Possible Minor Injury,NONE,38.99897853,-77.03279139,2022,9,21
220042736,09/30/2022 07:26:00 PM,GUNNERS BRANCH RD,PEDESTRIAN,Rain,WET,Medium,NONE DETECTED,PEDESTRIAN,Cross/Enter at Intersection,NO IMPROPER ACTIONS,AT INTERSECTION MARKED CROSSWALK,No,Suspected Serious Injury,NONE,39.179065,-77.23771667,2022,9,19
220042708,09/30/2022 05:22:00 PM,CLOPPER RD,PEDESTRIAN,Rain,WET,Daylight,NONE DETECTED,PEDESTRIAN,Cross/Enter at Intersection,N/A,AT INTERSECTION MARKED CROSSWALK,No,Possible Minor Injury,NONE,39.1565393,-77.26660512,2022,9,17
220042566,09/29/2022 07:37:00 PM,GEORGIA AVE,PEDESTRIAN,Clear,DRY,Medium,UNKNOWN,PEDESTRIAN,Walking/Cycling on Sidewalk,NO IMPROPER ACTIONS,SIDEWALK,No,Possible Minor Injury,NONE,39.07896602,-77.07249499,2022,9,19
220042566,09/29/2022 07:37:00 PM,GEORGIA AVE,PEDESTRIAN,Clear,DRY,Medium,UNKNOWN,PEDESTRIAN,Walking/Cycling on Sidewalk,NO IMPROPER ACTIONS,SIDEWALK,No,Possible Minor Injury,NONE,39.07896602,-77.07249499,2022,9,19
220042533,09/29/2022 03:08:00 PM,DAWSON FARM RD,BICYCLIST,Clear,DRY,Daylight,N/A,BICYCLIST,Unknown,UNKNOWN,UNKNOWN,Yes,No Apparent Injury,UNKNOWN,39.17141108,-77.27718681,2022,9,15
220042302,09/28/2022 01:40:00 PM,NA,PEDESTRIAN,Clear,NA,Daylight,NONE DETECTED,PEDESTRIAN,Other,NO IMPROPER ACTIONS,OTHER,No,Possible Minor Injury,NONE,39.08384217,-77.15290933,2022,9,13
220042243,09/28/2022 08:45:00 AM,GAITHER RD,BICYCLIST,Clear,DRY,Daylight,NONE DETECTED,BICYCLIST,Walking/Cycling on Sidewalk,NO IMPROPER ACTIONS,AT INTERSECTION BUT NO CROSSWALK,No,Suspected Serious Injury,MC/BIKE HELMET,39.11677067,-77.18194267,2022,9,8
220042158,09/27/2022 04:46:00 PM,BRADLEY BLVD,BICYCLIST,Clear,DRY,Daylight,NONE DETECTED,BICYCLIST,Walking/Riding w/Traffic,FAILURE TO YIELD RIGHT OF WAY,ON ROADWAY NOT AT CROSSWALK,Yes,Possible Minor Injury,MC/BIKE HELMET,38.993018,-77.11893217,2022,9,16
220042035,09/27/2022 07:41:00 AM,FLOWER AVE,BICYCLIST,Clear,DRY,Daylight,N/A,BICYCLIST,Cross/Enter at Intersection,N/A,ON ROADWAY NOT AT CROSSWALK,No,Possible Minor Injury,MC/BIKE HELMET,38.98090973,-76.99410789,2022,9,7
220041978,09/26/2022 07:22:00 PM,MONTGOMERY VILLAGE AVE,PEDESTRIAN,Clear,DRY,Medium,NONE DETECTED,PEDESTRIAN,Cross/Enter at Intersection,DART DASH,ON ROADWAY AT CROSSWALK,Yes,Possible Minor Injury,NONE,39.17456428,-77.2036172,2022,9,19
220041783,09/26/2022 06:51:00 PM,NEW HAMPSHIRE AVE,PEDESTRIAN,Clear,DRY,Daylight,NONE DETECTED,PEDESTRIAN,Cross/Enter at Intersection,NO IMPROPER ACTIONS,ON ROADWAY AT CROSSWALK,No,No Apparent Injury,N/A,39.0204434,-76.97680173,2022,9,18
220041794,09/25/2022 08:00:00 PM,NA,PEDESTRIAN,Clear,NA,Medium,NONE DETECTED,PEDESTRIAN,Walking/Riding against Traffic,NO IMPROPER ACTIONS,OTHER,No,Possible Minor Injury,NONE,39.1158314,-77.18728895,2022,9,20
220041497,09/23/2022 02:47:00 PM,WOODWELL RD,PEDESTRIAN,Clear,DRY,Daylight,N/A,PEDESTRIAN,Other Working,NO IMPROPER ACTIONS,ON ROADWAY NOT AT CROSSWALK,No,Possible Minor Injury,REFLECTIVE CLOTHING,39.08707833,-77.03712667,2022,9,14
220041478,09/23/2022 01:17:00 PM,NA,OTHER,Clear,NA,Daylight,NONE DETECTED,OTHER,N/A,N/A,INSIDE BUILDING,No,No Apparent Injury,N/A,39.04178826,-77.04921585,2022,9,13
220041398,09/22/2022 09:10:00 PM,ROCKVILLE PIKE,PEDESTRIAN,Clear,DRY,Medium,NONE DETECTED,PEDESTRIAN,Cross/Enter not at Intersection,IN ROADWAY IMPROPERLY,ON ROADWAY NOT AT CROSSWALK,Yes,Possible Minor Injury,NONE,39.04721162,-77.11279129,2022,9,21
220041161,09/21/2022 04:49:00 PM,ELMCROFT BLVD,OTHER PEDALCYCLIST,Clear,DRY,Daylight,NONE DETECTED,OTHER PEDALCYCLIST,Cross/Enter at Intersection,FAILURE TO YIELD RIGHT OF WAY,ON ROADWAY NOT AT CROSSWALK,Yes,Possible Minor Injury,NONE,39.113888,-77.16621283,2022,9,16
220041114,09/21/2022 12:50:00 PM,NA,PEDESTRIAN,Clear,NA,Daylight,NONE DETECTED,PEDESTRIAN,Standing,N/A,OTHER,No,Possible Minor Injury,N/A,39.145555,-77.145145,2022,9,12
220040999,09/20/2022 06:35:00 PM,ANNAPOLIS ROCK RD,BICYCLIST,Clear,DRY,Daylight,NONE DETECTED,BICYCLIST,Walking/Riding w/Traffic,NO IMPROPER ACTIONS,ON ROADWAY NOT AT CROSSWALK,No,Suspected Serious Injury,MC/BIKE HELMET,39.27764333,-77.14103,2022,9,18
220040999,09/20/2022 06:35:00 PM,ANNAPOLIS ROCK RD,BICYCLIST,Clear,DRY,Daylight,NONE DETECTED,BICYCLIST,Walking/Riding w/Traffic,NO IMPROPER ACTIONS,ON ROADWAY NOT AT CROSSWALK,No,Possible Minor Injury,MC/BIKE HELMET,39.27764333,-77.14103,2022,9,18
220040955,09/20/2022 02:43:00 PM,OLNEY SANDY SPRING RD,PEDESTRIAN,Clear,DRY,Daylight,N/A,PEDESTRIAN,Cross/Enter at Intersection,NO IMPROPER ACTIONS,ON ROADWAY AT CROSSWALK,No,Possible Minor Injury,NONE,39.15175167,-77.06418167,2022,9,14
220040850,09/19/2022 08:16:00 PM,GREAT SENECA HWY,PEDESTRIAN,Clear,DRY,Medium,NONE DETECTED,PEDESTRIAN,Cross/Enter not at Intersection,DART DASH,ON ROADWAY NOT AT CROSSWALK,Yes,Suspected Serious Injury,NONE,39.140925,-77.27021467,2022,9,20
220040821,09/19/2022 06:49:00 PM,REEDIE DR,OTHER,Clear,DRY,Daylight,UNKNOWN,OTHER,Other,UNKNOWN,ON ROADWAY AT CROSSWALK,No,Possible Minor Injury,NONE,39.0385,-77.051776,2022,9,18
220040897,09/19/2022 04:00:00 PM,IDLEWOOD RD,PEDESTRIAN,Clear,DRY,Daylight,UNKNOWN,PEDESTRIAN,Cross/Enter not at Intersection,NO IMPROPER ACTIONS,ON ROADWAY NOT AT CROSSWALK,No,Possible Minor Injury,NONE,39.049723,-77.07103,2022,9,16
220040727,09/19/2022 12:10:00 PM,VEIRS MILL RD,PEDESTRIAN,Clear,DRY,Daylight,NONE DETECTED,PEDESTRIAN,Cross/Enter at Intersection,NO IMPROPER ACTIONS,N/A,No,Possible Minor Injury,NONE,39.07512,-77.11527,2022,9,12
220040461,09/17/2022 02:48:00 PM,NA,PEDESTRIAN,Clear,NA,Daylight,NONE DETECTED,PEDESTRIAN,Cross/Enter at Intersection,NO IMPROPER ACTIONS,AT INTERSECTION BUT NO CROSSWALK,No,Suspected Serious Injury,N/A,39.03014,-77.10501,2022,9,14
220040353,09/16/2022 06:20:00 PM,FERNWOOD RD,PEDESTRIAN,Clear,DRY,Daylight,NONE DETECTED,PEDESTRIAN,Cross/Enter at Intersection,UNKNOWN,AT INTERSECTION MARKED CROSSWALK,No,Possible Minor Injury,NONE,39.018254,-77.133304,2022,9,18
220040239,09/16/2022 07:59:00 AM,VEIRS MILL RD,PEDESTRIAN,Clear,DRY,Daylight,NONE DETECTED,PEDESTRIAN,Cross/Enter not at Intersection,NO IMPROPER ACTIONS,ON ROADWAY AT CROSSWALK,No,Suspected Serious Injury,UNKNOWN,39.049723,-77.07103,2022,9,7
220040006,09/14/2022 04:15:00 PM,GOLDSBORO RD,BICYCLIST,Clear,DRY,Daylight,NONE DETECTED,BICYCLIST,Cross/Enter at Intersection,NO IMPROPER ACTIONS,AT INTERSECTION BUT NO CROSSWALK,No,Possible Minor Injury,MC/BIKE HELMET,38.97408943,-77.1199701,2022,9,16
220039789,09/13/2022 02:09:00 PM,NA,OTHER,Clear,NA,Daylight,NONE DETECTED,OTHER,N/A,N/A,INSIDE BUILDING,No,No Apparent Injury,N/A,38.99475167,-77.04674167,2022,9,14
220039784,09/13/2022 01:34:00 PM,GEORGIA AVE,PEDESTRIAN,Clear,DRY,Daylight,NONE DETECTED,PEDESTRIAN,Cross/Enter at Intersection,FAILURE TO YIELD RIGHT OF WAY,ON ROADWAY AT CROSSWALK,Yes,Possible Minor Injury,NONE,39.08453167,-77.07774667,2022,9,13
220039727,09/13/2022 07:18:00 AM,NA,BICYCLIST,Clear,NA,Daylight,NONE DETECTED,BICYCLIST,Walking/Cycling on Sidewalk,INATTENTIVE,SIDEWALK,Unknown,Possible Minor Injury,NONE,39.04330833,-77.05111667,2022,9,7
220039513,09/11/2022 03:22:00 PM,NA,PEDESTRIAN,Cloudy,NA,Daylight,NONE DETECTED,PEDESTRIAN,Standing,UNKNOWN,OTHER,No,Possible Minor Injury,NONE,39.09711383,-77.19227583,2022,9,15
220039488,09/11/2022 01:20:00 PM,NA,PEDESTRIAN,Rain,NA,Daylight,N/A,PEDESTRIAN,Cross/Enter not at Intersection,NO IMPROPER ACTIONS,ON ROADWAY NOT AT CROSSWALK,No,Possible Minor Injury,N/A,39.0529015,-77.0502545,2022,9,13
220039399,09/10/2022 06:56:00 PM,PINEY BRANCH RD,PEDESTRIAN,Clear,DRY,Medium,NONE DETECTED,PEDESTRIAN,Cross/Enter not at Intersection,NO IMPROPER ACTIONS,ON ROADWAY AT CROSSWALK,No,Possible Minor Injury,NONE,39.03362783,-77.00331017,2022,9,18
220039399,09/10/2022 06:56:00 PM,PINEY BRANCH RD,PEDESTRIAN,Clear,DRY,Medium,NONE DETECTED,PEDESTRIAN,Cross/Enter not at Intersection,NO IMPROPER ACTIONS,ON ROADWAY AT CROSSWALK,No,Possible Minor Injury,N/A,39.03362783,-77.00331017,2022,9,18
220039398,09/10/2022 06:00:00 PM,VEIRS MILL RD,OTHER CONVEYANCE,Clear,DRY,Daylight,N/A,OTHER CONVEYANCE,Cross/Enter at Intersection,FAILURE TO YIELD RIGHT OF WAY,AT INTERSECTION MARKED CROSSWALK,Yes,No Apparent Injury,N/A,39.05605833,-77.08309333,2022,9,18
220039390,09/10/2022 05:37:00 PM,NEW HAMPSHIRE AVE,PEDESTRIAN,Cloudy,DRY,Daylight,NONE DETECTED,PEDESTRIAN,N/A,NOT VISIBLE,ON ROADWAY NOT AT CROSSWALK,Yes,Possible Minor Injury,NONE,39.02236583,-76.978043,2022,9,17
220039011,09/08/2022 01:41:00 PM,NA,BICYCLIST,Clear,NA,Daylight,NONE DETECTED,BICYCLIST,Cross/Enter not at Intersection,FAILURE TO YIELD RIGHT OF WAY,OTHER,Yes,Possible Minor Injury,MC/BIKE HELMET,39.02560167,-77.125478330000007,2022,9,13
220038727,09/06/2022 07:01:00 PM,NEW HAMPSHIRE AVE,PEDESTRIAN,Clear,DRY,Medium,NONE DETECTED,PEDESTRIAN,Cross/Enter not at Intersection,IN ROADWAY IMPROPERLY,ON ROADWAY NOT AT CROSSWALK,Yes,Suspected Serious Injury,N/A,39.019625,-77.00803833,2022,9,19
220038488,09/06/2022 02:30:00 PM,SEVEN LOCKS RD,BICYCLIST,Clear,DRY,Daylight,NONE DETECTED,BICYCLIST,N/A,NO IMPROPER ACTIONS,SHOULDER,No,Possible Minor Injury,MC/BIKE HELMET,38.994555,-77.10861333,2022,9,14
220038512,09/05/2022 06:00:00 PM,RANDOLPH RD,BICYCLIST,Rain,WET,Daylight,N/A,BICYCLIST,Cross/Enter at Intersection,NO IMPROPER ACTIONS,ON ROADWAY AT CROSSWALK,No,Possible Minor Injury,NONE,39.060081,-77.089781,2022,9,18
220038358,09/04/2022 02:55:00 PM,NORBECK BLVD,BICYCLIST,Clear,DRY,Daylight,NONE DETECTED,BICYCLIST,Cross/Enter at Intersection,NO IMPROPER ACTIONS,AT INTERSECTION MARKED CROSSWALK,No,Possible Minor Injury,MC/BIKE HELMET,39.109525,-77.068825,2022,9,14
220038285,09/03/2022 08:48:00 PM,COLESVILLE RD,PEDESTRIAN,Clear,DRY,Dark,UNKNOWN,PEDESTRIAN,Cross/Enter at Intersection,NO IMPROPER ACTIONS,OTHER,No,Possible Minor Injury,NONE,39.02151833,-77.011905,2022,9,20
220038212,09/03/2022 12:51:00 PM,NA,OTHER CONVEYANCE,Clear,NA,Daylight,"N/A, NONE DETECTED",OTHER CONVEYANCE,Standing,NO IMPROPER ACTIONS,INSIDE BUILDING,No,No Apparent Injury,N/A,39.08637,-77.051904,2022,9,12
220038190,09/03/2022 09:20:00 AM,EMORY ST,BICYCLIST,Clear,DRY,Daylight,NONE DETECTED,BICYCLIST,Other,NO IMPROPER ACTIONS,AT INTERSECTION BUT NO CROSSWALK,No,Possible Minor Injury,MC/BIKE HELMET,39.157915,-77.159095,2022,9,9
220037915,09/01/2022 04:06:00 PM,NA,PEDESTRIAN,Clear,NA,Daylight,UNKNOWN,PEDESTRIAN,Other,NO IMPROPER ACTIONS,OTHER,No,No Apparent Injury,NONE,39.026319,-77.127215,2022,9,16
220037721,08/31/2022 03:01:00 PM,WISCONSIN AVE,PEDESTRIAN,Clear,DRY,Daylight,UNKNOWN,PEDESTRIAN,Cross/Enter not at Intersection,NO IMPROPER ACTIONS,OTHER,No,Possible Minor Injury,NONE,38.96451874,-77.0878088,2022,8,15
220037705,08/31/2022 02:06:00 PM,NA,BICYCLIST,Clear,NA,Daylight,NONE DETECTED,BICYCLIST,Cross/Enter at Intersection,FAILURE TO YIELD RIGHT OF WAY,OTHER,Yes,Possible Minor Injury,MC/BIKE HELMET,39.20394554,-77.13950048,2022,8,14
220036779,08/30/2022 04:40:00 PM,NA,PEDESTRIAN,Clear,NA,Daylight,NONE DETECTED,PEDESTRIAN,Other,NO IMPROPER ACTIONS,OTHER,No,Possible Minor Injury,N/A,39.0204235,-77.00826271,2022,8,16
220037565,08/30/2022 04:04:00 PM,FALLING CREEK RD,BICYCLIST,Rain,WET,Daylight,UNKNOWN,BICYCLIST,Walking/Riding w/Traffic,NO IMPROPER ACTIONS,AT INTERSECTION BUT NO CROSSWALK,No,Possible Minor Injury,NONE,39.045525,-76.99053333,2022,8,16
220037562,08/30/2022 03:53:00 PM,WALKERS CHOICE RD,PEDESTRIAN,Rain,WET,Daylight,NONE DETECTED,PEDESTRIAN,Approach/Leaving Schoolbus,NO IMPROPER ACTIONS,IN SCHOOL BUS ZONE,No,Suspected Serious Injury,NONE,39.161571,-77.20324,2022,8,15
220037550,08/30/2022 03:12:00 PM,KNOWLES AVE,PEDESTRIAN,Clear,DRY,Daylight,NONE DETECTED,PEDESTRIAN,Cross/Enter not at Intersection,IN ROADWAY IMPROPERLY,ON ROADWAY NOT AT CROSSWALK,Yes,Possible Minor Injury,NONE,39.027,-77.077,2022,8,15
220037494,08/30/2022 09:21:00 AM,EAST WEST HWY,OTHER,Clear,DRY,Daylight,NONE DETECTED,OTHER,N/A,N/A,INSIDE BUILDING,No,No Apparent Injury,N/A,38.99676112,-77.03980417,2022,8,9
220037313,08/29/2022 10:30:00 AM,CRESTHAVEN DR,PEDESTRIAN,Clear,DRY,Daylight,NONE DETECTED,PEDESTRIAN,Other Working,NO IMPROPER ACTIONS,OTHER,No,Possible Minor Injury,NONE,39.0275,-76.98692,2022,8,10
220037298,08/29/2022 07:35:00 AM,CLOPPER RD,PEDESTRIAN,Clear,DRY,Daylight,NONE DETECTED,PEDESTRIAN,Cross/Enter at Intersection,NO IMPROPER ACTIONS,ON ROADWAY AT CROSSWALK,No,Possible Minor Injury,NONE,39.14816825,-77.2369545,2022,8,7
220037205,08/28/2022 01:21:00 PM,UNIVERSITY BLVD W,PEDESTRIAN,Clear,DRY,Daylight,NONE DETECTED,PEDESTRIAN,Walking/Riding against Traffic,NO IMPROPER ACTIONS,SIDEWALK,No,Possible Minor Injury,NONE,39.041291,-77.048823,2022,8,13
220037205,08/28/2022 01:21:00 PM,UNIVERSITY BLVD W,PEDESTRIAN,Clear,DRY,Daylight,NONE DETECTED,PEDESTRIAN,Walking/Riding against Traffic,NO IMPROPER ACTIONS,SIDEWALK,No,Possible Minor Injury,NONE,39.041291,-77.048823,2022,8,13
220037173,08/28/2022 09:17:00 AM,OAKLYN DR,BICYCLIST,Clear,DRY,Daylight,NONE DETECTED,BICYCLIST,Walking/Riding w/Traffic,NO IMPROPER ACTIONS,ON ROADWAY NOT AT CROSSWALK,No,Suspected Serious Injury,MC/BIKE HELMET,39.00102,-77.21083,2022,8,9
220027156,08/28/2022 03:07:00 AM,GEORGIA AVE,PEDESTRIAN,Clear,DRY,Medium,UNKNOWN,PEDESTRIAN,Cross/Enter not at Intersection,NO IMPROPER ACTIONS,ON ROADWAY NOT AT CROSSWALK,Yes,Possible Minor Injury,NONE,39.0393508,-77.054306,2022,8,3
220037088,08/27/2022 04:00:00 PM,NA,OTHER CONVEYANCE,Clear,NA,Daylight,NONE DETECTED,OTHER CONVEYANCE,Cross/Enter at Intersection,NO IMPROPER ACTIONS,DRIVEWAY ACCESS MARKED CROSSWALK,No,Possible Minor Injury,NONE,39.04453194,-76.9900027,2022,8,16
220037076,08/27/2022 03:40:00 PM,MUDDY BRANCH RD,BICYCLIST,Clear,DRY,Daylight,NONE DETECTED,BICYCLIST,Walking/Cycling on Sidewalk,FAILURE TO YIELD RIGHT OF WAY,SIDEWALK,Yes,No Apparent Injury,NONE,39.120622,-77.216776,2022,8,15
220036918,08/27/2022 03:30:00 PM,BUREAU DR,OTHER PEDALCYCLIST,Clear,DRY,Daylight,NONE DETECTED,OTHER PEDALCYCLIST,Cross/Enter at Intersection,NO IMPROPER ACTIONS,ON ROADWAY AT CROSSWALK,No,Possible Minor Injury,MC/BIKE HELMET,39.14314953,-77.21732241,2022,8,15
220036963,08/26/2022 07:48:00 PM,UNIVERSITY BLVD E,BICYCLIST,Clear,DRY,Medium,N/A,BICYCLIST,Cross/Enter at Intersection,NO IMPROPER ACTIONS,ON ROADWAY AT CROSSWALK,No,Possible Minor Injury,NONE,39.006144,-76.997678,2022,8,19
220036787,08/25/2022 04:05:00 PM,RIVER RD,BICYCLIST,Clear,DRY,Daylight,NONE DETECTED,BICYCLIST,Walking/Riding w/Traffic,UNKNOWN,IN BIKEWAY,No,Fatal Injury,MC/BIKE HELMET,38.965561,-77.104774,2022,8,16
220036641,08/24/2022 06:19:00 PM,E GUDE DR,BICYCLIST,Clear,DRY,Medium,NONE DETECTED,BICYCLIST,Cross/Enter at Intersection,NO IMPROPER ACTIONS,ON ROADWAY AT CROSSWALK,No,Possible Minor Injury,NONE,39.0979889,-77.1364997,2022,8,18
220036655,08/24/2022 05:35:00 PM,FREDERICK RD,PEDESTRIAN,Clear,DRY,Daylight,UNKNOWN,PEDESTRIAN,Cross/Enter at Intersection,NO IMPROPER ACTIONS,AT INTERSECTION MARKED CROSSWALK,No,Possible Minor Injury,NONE,39.18405333,-77.263825,2022,8,17
