Local Case Number,Crash Date/Time,Road Name,Related Non-Motorist,Weather,Surface Condition,Light,Driver Substance Abuse,Pedestrian Type,Pedestrian Movement,Pedestrian Actions,Pedestrian Location,At Fault,Injury Severity,Safety Equipment,Latitude,Longitude,Year,Month,Hour
250056560,12/18/2025 02:01:00 PM,NEW HAMPSHIRE AVE,Cyclist (non-electric),Clear,Other,Daylight,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Cyclist (non-electric),Walking/Cycling Along Roadway With Traffic (In or Adjacent to Travel Lane),None (No Improper Action),Shoulder/Roadside,No,Fatal Injury,"Helmet, Lighting",39.10494723,-77.00236033,2025,12,14
250056486,12/18/2025 08:02:00 AM,NA,Pedestrian,Clear,Dry,Daylight,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Pedestrian,Cross/Enter at Intersection,"Inattentive (Talking, Eating, etc.)",Intersection Marked Crosswalk,No,Possible Minor Injury,None,39.28416463,-77.20913651,2025,12,8
250056411,12/17/2025 05:25:00 PM,NA,Pedestrian,Clear,Dry,Medium,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Pedestrian,Cross/Enter Not at Intersection,"In Roadway Improperly (Standing, Lying, Working, Playing), Not Visible (Dark Clothing, No Lighting, etc.)",Travel Lane Other Location,No,Possible Minor Injury,None,39.11621145,-77.16572426,2025,12,17
250056284,12/16/2025 09:01:00 PM,NA,Pedestrian,Clear,Dry,Medium,"Unknown, Unknown",Pedestrian,Cross/Enter at Intersection,None (No Improper Action),Intersection Marked Crosswalk,No,Suspected Serious Injury,None,39.02648027,-77.14402173,2025,12,21
250055844,12/13/2025 09:20:00 PM,NA,Pedestrian,Clear,NA,Medium,"Suspect of Alcohol Use, Not Suspect of Drug Use",Pedestrian,Other,None (No Improper Action),Other,No,Possible Minor Injury,None,39.04688293,-77.10553037,2025,12,21
250055757,12/13/2025 12:40:00 PM,N PARK AVE,Unknown,Clear,Dry,Daylight,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Unknown,Standing,None (No Improper Action),Other,No,Possible Minor Injury,Reflectors,38.96347735,-77.09140961,2025,12,12
250055652,12/12/2025 04:29:00 PM,WHEATON PLZ RING RD CUT,Pedestrian,Clear,Dry,Daylight,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Pedestrian,Cross/Enter Not at Intersection,None (No Improper Action),Intersection Marked Crosswalk,No,Possible Minor Injury,None,39.03797176,-77.05693097,2025,12,16
250055551,12/12/2025 04:00:00 AM,NA,Scooter (electric),Clear,Dry,Dark,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Scooter (electric),Cross/Enter at Intersection,Unknown,Intersection Marked Crosswalk,No,Possible Minor Injury,Helmet,39.0506042,-77.11469472,2025,12,4
250055470,12/11/2025 03:36:00 PM,FREDERICK RD (SB/L),Pedestrian,Clear,Dry,Daylight,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Pedestrian,Cross/Enter Not at Intersection,"Dart/Dash, Failure to Obey Traffic Signs, Signals, or Officer, Failure to Yield Right-Of-Way, In Roadway Improperly (Standing, Lying, Working, Playing)",Travel Lane Other Location,Yes,Suspected Serious Injury,None,39.17643039,-77.23852325,2025,12,15
250055507,12/11/2025 01:50:00 PM,WISCONSIN AVE,Cyclist (non-electric),Clear,Dry,Daylight,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Cyclist (non-electric),Walking/Cycling Along Roadway With Traffic (In or Adjacent to Travel Lane),None (No Improper Action),Travel Lane Other Location,No,Possible Minor Injury,Helmet,38.96521065,-77.08766798,2025,12,13
250055401,12/11/2025 09:20:00 AM,NA,Pedestrian,Clear,NA,Daylight,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Pedestrian,Other,"Inattentive (Talking, Eating, etc.)",NonTrafficway Area,Yes,Possible Minor Injury,None,38.98961667,-77.02578143,2025,12,9
250055337,12/10/2025 08:40:00 PM,SHADY GROVE RD (SB/L),Pedestrian,Cloudy,Dry,Medium,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Pedestrian,Unknown,Unknown,Unknown,Yes,Suspected Serious Injury,None,39.119198,-77.18246467,2025,12,20
250055304,12/10/2025 05:30:00 PM,CONNECTICUT AVE (SB/L),Pedestrian,Clear,Dry,Medium,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Pedestrian,Cross/Enter Not at Intersection,"In Roadway Improperly (Standing, Lying, Working, Playing)",Travel Lane Other Location,Yes,Suspected Serious Injury,None,39.04407399,-77.07621588,2025,12,17
250055222,12/10/2025 12:27:00 PM,VEIRS MILL RD,Pedestrian,Cloudy,Dry,Daylight,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Pedestrian,Cross/Enter Not at Intersection,"Failure to Obey Traffic Signs, Signals, or Officer",OnStreet Bike Lanes,Yes,Possible Minor Injury,None,39.04045525,-77.05642646,2025,12,12
250055089,12/09/2025 03:58:00 PM,NA,Pedestrian,Clear,NA,Daylight,"Unknown, Unknown",Pedestrian,Other,None (No Improper Action),Driveway Access,No,Possible Minor Injury,None,38.99627401,-77.04123506,2025,12,15
250054887,12/08/2025 03:19:00 PM,MARINELLI RD (EB/L),Pedestrian,Clear,Dry,Daylight,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Pedestrian,Other,"In Roadway Improperly (Standing, Lying, Working, Playing)",Intersection Other,No,Possible Minor Injury,None,39.04713933,-77.11287583,2025,12,15
250054746,12/07/2025 02:27:00 PM,TAMARACK RD,Pedestrian,Clear,Dry,Daylight,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Pedestrian,Cross/Enter at Intersection,Unknown,Intersection Marked Crosswalk,No,Possible Minor Injury,None,39.06765485,-76.98574851,2025,12,14
250054745,12/07/2025 02:18:00 PM,WESTLAKE DR (SB/L),Pedestrian,Clear,Dry,Daylight,"Not Suspect of Alcohol Use, Not Suspect of Drug Use, Not Suspect of Alcohol Use, Not Suspect of Drug Use",Pedestrian,Walking/Cycling on Sidewalk,None (No Improper Action),Sidewalk,No,Possible Minor Injury,None,39.02498621,-77.14902877,2025,12,14
250054719,12/07/2025 12:08:00 PM,LOCKWOOD DR,Pedestrian,Clear,Dry,Daylight,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Pedestrian,Cross/Enter at Intersection,None (No Improper Action),Intersection Marked Crosswalk,No,Possible Minor Injury,None,39.0389561,-76.99211394,2025,12,12
250054671,12/07/2025 12:10:00 AM,OLNEY SANDY SPRING RD (WB/L),Pedestrian,Clear,Dry,Medium,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Pedestrian,Cross/Enter Not at Intersection,"Dart/Dash, Inattentive (Talking, Eating, etc.), Not Visible (Dark Clothing, No Lighting, etc.)",Travel Lane Other Location,Yes,Possible Minor Injury,None,39.15160747,-77.06359379,2025,12,0
250054506,12/05/2025 05:42:00 PM,TAFT ST,Pedestrian,Clear,Wet,Medium,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Pedestrian,Cross/Enter at Intersection,None (No Improper Action),Intersection Marked Crosswalk,No,Possible Minor Injury,None,39.09415879,-77.13257944,2025,12,17
250054328,12/04/2025 05:39:00 PM,NA,Scooter (non-Electric),Clear,NA,Dark,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Scooter (non-Electric),Walking/Cycling on Sidewalk,None (No Improper Action),Driveway Access,Yes,Possible Minor Injury,None,39.03742736,-76.98976065,2025,12,17
250054307,12/04/2025 02:00:00 PM,ONEILL DR,Cyclist (Electric),Clear,Dry,Daylight,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Cyclist (Electric),Cross/Enter at Intersection,None (No Improper Action),Intersection Marked Crosswalk,No,Possible Minor Injury,Helmet,39.12401333,-77.17993117,2025,12,14
250053947,12/02/2025 05:41:00 PM,NA,Pedestrian,Clear,NA,Medium,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Pedestrian,None,None (No Improper Action),Other,No,Possible Minor Injury,None,39.09475035,-77.11011054,2025,12,17
250053951,12/02/2025 05:25:00 PM,NA,Pedestrian,Clear,NA,Medium,"Unknown, Unknown",Pedestrian,Other,None (No Improper Action),Other,No,Possible Minor Injury,None,39.04033151,-76.99149269,2025,12,17
250053935,12/02/2025 04:45:00 PM,NA,Cyclist (non-electric),Cloudy,Wet,Medium,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Cyclist (non-electric),Walking/Cycling Along Roadway With Traffic (In or Adjacent to Travel Lane),None (No Improper Action),Intersection Other,No,Possible Minor Injury,Helmet,39.14918038,-77.02917747,2025,12,16
250053853,12/02/2025 11:17:00 AM,NA,Pedestrian,Rain,NA,Daylight,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Pedestrian,Other,Unknown,Other,No,Possible Minor Injury,None,39.10925715,-77.06470607,2025,12,11
250053845,12/02/2025 09:40:00 AM,SUGAR VIEW DR,Pedestrian,Clear,Dry,Daylight,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Pedestrian,Cross/Enter at Intersection,None (No Improper Action),Intersection Unmarked Crosswalk,No,Possible Minor Injury,None,39.24330134,-77.26885267,2025,12,9
250053747,12/01/2025 04:12:00 PM,JANET RD,Pedestrian,Clear,Dry,Daylight,"Unknown, Unknown",Pedestrian,None,None (No Improper Action),Intersection Unmarked Crosswalk,No,Possible Minor Injury,None,39.06930965,-77.06229705,2025,12,16
250053736,12/01/2025 03:12:00 PM,NA,Pedestrian,Clear,Dry,Daylight,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Pedestrian,Cross/Enter at Intersection,Failure to Yield Right-Of-Way,Intersection Marked Crosswalk,Yes,Possible Minor Injury,None,39.14656749,-77.0504629,2025,12,15
250053604,11/30/2025 05:34:00 PM,NA,Pedestrian,Clear,Wet,Medium,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Pedestrian,Cross/Enter Not at Intersection,"Dart/Dash, Other",Intersection Other,Yes,Possible Minor Injury,None,38.99985017,-76.9922425,2025,11,17
250053282,11/28/2025 01:09:00 PM,SYCAMORE FARM DR,Pedestrian,Cloudy,Dry,Daylight,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Pedestrian,Getting Off/On Vehicle,Other,Other,Yes,Possible Minor Injury,None,39.23149717,-77.25477433,2025,11,13
250053273,11/28/2025 11:32:00 AM,NA,Pedestrian,Windy,NA,Daylight,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Pedestrian,Walking/Cycling on Sidewalk,Unknown,Intersection Unmarked Crosswalk,No,Possible Minor Injury,None,39.07897262,-77.07249863,2025,11,11
250053246,11/28/2025 06:37:00 AM,ROCKVILLE PIKE (SB/L),Pedestrian,Clear,Dry,Medium,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Pedestrian,Cross/Enter Not at Intersection,"Dart/Dash, Not Visible (Dark Clothing, No Lighting, etc.)",Other,No,Possible Minor Injury,None,39.04372831,-77.11137431,2025,11,6
250053214,11/27/2025 06:27:00 PM,CONNECTICUT AVE,Scooter (electric),Clear,Dry,Medium,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Scooter (electric),Cross/Enter Not at Intersection,None (No Improper Action),Intersection Marked Crosswalk,No,Possible Minor Injury,None,39.08028992,-77.08038333,2025,11,18
250053198,11/27/2025 02:42:00 PM,E RANDOLPH RD (WB/L),Pedestrian,Clear,Dry,Daylight,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Pedestrian,Cross/Enter Not at Intersection,"In Roadway Improperly (Standing, Lying, Working, Playing)",Median/Crossing Island,Yes,Possible Minor Injury,None,39.07555117,-76.99486267,2025,11,14
250052973,11/25/2025 06:00:00 PM,APPOMATTOX AVE,Pedestrian,Rain,Wet,Medium,"Unknown, Unknown",Pedestrian,Cross/Enter at Intersection,None (No Improper Action),Intersection Marked Crosswalk,No,Suspected Serious Injury,None,39.15328954,-77.06028982,2025,11,18
250052931,11/25/2025 05:20:00 PM,REEDIE DR,Pedestrian,Rain,Wet,Medium,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Pedestrian,Cross/Enter at Intersection,None (No Improper Action),Intersection Marked Crosswalk,No,Possible Minor Injury,None,39.03868902,-77.0508142,2025,11,17
250052900,11/25/2025 03:44:00 PM,GEORGIA AVE,Pedestrian,Cloudy,Dry,Daylight,"Unknown, Unknown",Pedestrian,Walking/Cycling on Sidewalk,None (No Improper Action),Sidewalk,No,Possible Minor Injury,None,39.07841299,-77.07172235,2025,11,15
250053279,11/24/2025 09:00:00 PM,ALCOTT PL,Pedestrian,Clear,Dry,Medium,"Unknown, Unknown",Pedestrian,Cross/Enter at Intersection,None (No Improper Action),Intersection Marked Crosswalk,No,Possible Minor Injury,Unknown,39.11363202,-77.20464171,2025,11,21
250052765,11/24/2025 04:50:00 PM,FREDERICK RD,Pedestrian,Clear,Dry,Medium,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Pedestrian,Cross/Enter Not at Intersection,Dart/Dash,Travel Lane Other Location,Yes,Suspected Serious Injury,None,39.15065762,-77.20952904,2025,11,16
250052753,11/24/2025 03:31:00 PM,SHAKESPEARE BLVD (WB/L),Pedestrian,Clear,Dry,Daylight,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Pedestrian,Cross/Enter at Intersection,None (No Improper Action),Intersection Marked Crosswalk,No,Possible Minor Injury,None,39.19745456,-77.25226412,2025,11,15
250052650,11/24/2025 07:55:00 AM,URBANA DR,Pedestrian,Clear,Dry,Daylight,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Pedestrian,Cross/Enter at Intersection,None (No Improper Action),Intersection Marked Crosswalk,No,Possible Minor Injury,None,39.0614609,-77.05248537,2025,11,7
250052582,11/23/2025 03:22:00 PM,CARROLL AVE,Scooter (electric),Clear,Dry,Daylight,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Scooter (electric),Walking/Cycling on Sidewalk,Improper Turn/Merge),Sidewalk,Yes,Possible Minor Injury,None,38.99901034,-76.99111048,2025,11,15
250052482,11/22/2025 07:04:00 PM,TILTON DR,Pedestrian,Clear,Dry,Medium,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Pedestrian,Cross/Enter at Intersection,"Not Visible (Dark Clothing, No Lighting, etc.)",Intersection Unmarked Crosswalk,No,Possible Minor Injury,None,39.0184028,-77.04362734,2025,11,19
250052478,11/22/2025 06:30:00 PM,NA,Pedestrian,Clear,NA,Medium,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Pedestrian,Standing,None (No Improper Action),Other,No,Possible Minor Injury,None,39.1281875,-77.20596,2025,11,18
250052468,11/22/2025 05:40:00 PM,NA,Cyclist (non-electric),Clear,Dry,Medium,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Cyclist (non-electric),Cross/Enter at Intersection,None (No Improper Action),Intersection Marked Crosswalk,No,Possible Minor Injury,Unknown,39.00449857,-77.11039613,2025,11,17
250052328,11/21/2025 05:30:00 PM,MUSGROVE RD,Pedestrian,Clear,Dry,Dark,"Unknown, Unknown",Pedestrian,Cross/Enter at Intersection,Unknown,Intersection Marked Crosswalk,No,Possible Minor Injury,None,39.06785275,-76.95956857,2025,11,17
250052319,11/21/2025 05:17:00 PM,BREWER HOUSE CIR,Pedestrian,Cloudy,Dry,Medium,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Pedestrian,Cross/Enter at Intersection,Unknown,Intersection Unmarked Crosswalk,No,Suspected Serious Injury,None,39.03113356,-77.113689,2025,11,17
250052283,11/21/2025 02:53:00 PM,E JEFFERSON ST,Pedestrian,Clear,Dry,Daylight,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Pedestrian,Cross/Enter at Intersection,None (No Improper Action),Intersection Marked Crosswalk,No,Fatal Injury,None,39.05848521,-77.12637594,2025,11,14
250052129,11/20/2025 04:53:00 PM,WOODMONT AVE,Cyclist (non-electric),Clear,Dry,Medium,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Cyclist (non-electric),Cross/Enter at Intersection,None (No Improper Action),Separated Bike Lanes,No,Possible Minor Injury,"Helmet, Lighting, Reflectors",38.98271255,-77.09612816,2025,11,16
250052087,11/20/2025 01:32:00 PM,NA,Occupant of Motor Vehicle Not in Transport,Cloudy,NA,Daylight,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Occupant of Motor Vehicle Not in Transport,None,None (No Improper Action),Other,No,No Apparent Injury,None,39.03559523,-77.05577458,2025,11,13
250052087,11/20/2025 01:32:00 PM,NA,Occupant of Motor Vehicle Not in Transport,Cloudy,NA,Daylight,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Occupant of Motor Vehicle Not in Transport,Other,None (No Improper Action),Other,No,Possible Minor Injury,None,39.03559523,-77.05577458,2025,11,13
250052023,11/20/2025 07:44:00 AM,16TH ST (SB/L),Pedestrian,Cloudy,Dry,Daylight,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Pedestrian,Cross/Enter Not at Intersection,"Dart/Dash, In Roadway Improperly (Standing, Lying, Working, Playing)",Travel Lane Other Location,No,Possible Minor Injury,None,38.99576567,-77.036488,2025,11,7
250051967,11/19/2025 05:42:00 PM,GEORGIAN WOODS PL,Cyclist (Electric),Clear,Dry,Dark,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Cyclist (Electric),Unknown,Unknown,Driveway Access,No,Possible Minor Injury,"Helmet, Lighting, Reflectors",39.05583834,-77.04981636,2025,11,17
250051929,11/19/2025 03:54:00 PM,LYTTONSVILLE RD,Pedestrian,Clear,Dry,Daylight,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Pedestrian,Cross/Enter Not at Intersection,None (No Improper Action),Other,Yes,Possible Minor Injury,None,39.00084433,-77.0495365,2025,11,15
250051926,11/19/2025 03:50:00 PM,FAIRLAND RD,Cyclist (non-electric),Clear,Dry,Daylight,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Cyclist (non-electric),Cross/Enter at Intersection,"Failure to Obey Traffic Signs, Signals, or Officer",Intersection Marked Crosswalk,Yes,Possible Minor Injury,Helmet,39.07330483,-76.95570217,2025,11,15
250051802,11/18/2025 10:22:00 PM,NA,Pedestrian,Rain,Wet,Medium,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Pedestrian,Cross/Enter Not at Intersection,"Not Visible (Dark Clothing, No Lighting, etc.)",Travel Lane Other Location,Yes,Possible Minor Injury,None,39.03937195,-76.99132101,2025,11,22
250051771,11/18/2025 06:56:00 PM,VEIRS MILL RD (WB/L),Pedestrian,Rain,Wet,Medium,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Pedestrian,Other,None (No Improper Action),Intersection Marked Crosswalk,No,Possible Minor Injury,None,39.07722295,-77.12378542,2025,11,18
250051769,11/18/2025 06:25:00 PM,TWINBROOK PKWY (NB/L),Pedestrian,Rain,Wet,Medium,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Pedestrian,Cross/Enter at Intersection,None (No Improper Action),Intersection Marked Crosswalk,No,Possible Minor Injury,None,39.05883175,-77.12104006,2025,11,18
250051751,11/18/2025 05:33:00 PM,SUGARBUSH LA,Pedestrian,Rain,Wet,Medium,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Pedestrian,Cross/Enter at Intersection,None (No Improper Action),Intersection Unmarked Crosswalk,No,Possible Minor Injury,None,39.0319194,-77.11801286,2025,11,17
250051749,11/18/2025 05:28:00 PM,KISS AND RIDE TWINBROOK LOT,Pedestrian,Rain,Wet,Medium,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Pedestrian,Cross/Enter at Intersection,None (No Improper Action),Intersection Marked Crosswalk,No,Possible Minor Injury,None,39.06111631,-77.12105684,2025,11,17
250051738,11/18/2025 04:42:00 PM,UNIVERSITY BLVD E (WB/L),Cyclist (non-electric),Clear,Dry,Daylight,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Cyclist (non-electric),Cross/Enter at Intersection,None (No Improper Action),Intersection Marked Crosswalk,No,No Apparent Injury,Helmet,39.01573851,-77.00519274,2025,11,16
250051670,11/18/2025 11:29:00 AM,HUNGERFORD DR (SB/L),Pedestrian,Clear,Dry,Daylight,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Pedestrian,Cross/Enter at Intersection,None (No Improper Action),Intersection Marked Crosswalk,No,Suspected Serious Injury,None,39.08745832,-77.15015184,2025,11,11
250051618,11/18/2025 07:50:00 AM,QUINCE ORCHARD BLVD,Pedestrian,Clear,Dry,Daylight,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Pedestrian,Walking/Cycling on Sidewalk,Unknown,Intersection Unmarked Crosswalk,No,Possible Minor Injury,None,39.1417315,-77.22785867,2025,11,7
250051611,11/18/2025 06:37:00 AM,SLIGO CREEK PKWY,Pedestrian,Clear,Dry,Medium,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Pedestrian,Cross/Enter at Intersection,Unknown,Intersection Marked Crosswalk,No,Possible Minor Injury,None,39.00770243,-77.02014089,2025,11,6
250051564,11/17/2025 05:48:00 PM,GEORGIA AVE (SB/L),Cyclist (Electric),Clear,Dry,Dark,"Unknown, Unknown",Cyclist (Electric),Walking/Cycling on Sidewalk,None (No Improper Action),Intersection Unmarked Crosswalk,No,No Apparent Injury,None,39.08276479,-77.07747279,2025,11,17
250051551,11/17/2025 03:57:00 PM,NA,Pedestrian,Clear,NA,Daylight,"Not Suspect of Alcohol Use, Not Suspect of Drug Use, Unknown, Unknown",Pedestrian,Standing,None (No Improper Action),OffStreet Trails or Sidepaths,No,Possible Minor Injury,Unknown,39.15326217,-77.06403733,2025,11,15
250051450,11/17/2025 06:20:00 AM,LAYHILL RD,Pedestrian,Clear,Dry,Dark,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Pedestrian,Walking/Cycling Along Roadway With Traffic (In or Adjacent to Travel Lane),"Not Visible (Dark Clothing, No Lighting, etc.)",Shoulder/Roadside,Yes,Possible Minor Injury,None,39.10637395,-77.03806185,2025,11,6
250051435,11/16/2025 07:05:00 PM,WISCONSIN AVE (SB/L),Pedestrian,Clear,Dry,Medium,"Unknown, Unknown",Pedestrian,Cross/Enter at Intersection,Unknown,Intersection Marked Crosswalk,No,Possible Minor Injury,None,38.96374388,-77.08727478,2025,11,19
250051321,11/15/2025 09:03:00 PM,COLESVILLE MANOR DR,Pedestrian,Clear,Dry,Dark,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Pedestrian,None,None (No Improper Action),Intersection Unmarked Crosswalk,No,Possible Minor Injury,None,39.08548007,-76.99980399,2025,11,21
250051270,11/15/2025 12:28:00 PM,SPRING ST,Pedestrian,Clear,Dry,Daylight,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Pedestrian,Cross/Enter at Intersection,None (No Improper Action),Intersection Marked Crosswalk,No,Possible Minor Injury,None,38.99895063,-77.02614106,2025,11,12
250051239,11/15/2025 05:52:00 AM,COLESVILLE RD,Pedestrian,Clear,Dry,Medium,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Pedestrian,Walking/Cycling on Sidewalk,None (No Improper Action),Intersection Marked Crosswalk,No,Suspected Serious Injury,None,39.01971187,-77.01319236,2025,11,5
250051222,11/14/2025 11:45:00 PM,MARYLAND AVE,Pedestrian,Clear,Dry,Medium,"Suspect of Alcohol Use, Not Suspect of Drug Use",Pedestrian,Cross/Enter at Intersection,None (No Improper Action),Intersection Unmarked Crosswalk,No,Possible Minor Injury,None,39.08611948,-77.15102817,2025,11,23
250051141,11/14/2025 12:50:00 PM,E DIAMOND AVE,Pedestrian,Clear,Dry,Daylight,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Pedestrian,Cross/Enter Not at Intersection,"In Roadway Improperly (Standing, Lying, Working, Playing)",Travel Lane Other Location,Yes,Possible Minor Injury,None,39.14191036,-77.19554811,2025,11,12
250051076,11/13/2025 08:00:00 PM,NA,Pedestrian,Clear,NA,Dark,"Unknown, Unknown",Pedestrian,Unknown,Unknown,Other,No,Possible Minor Injury,None,39.03354099,-77.04770356,2025,11,20
250050996,11/13/2025 04:15:00 PM,KNOWLES AVE,Cyclist (non-electric),Clear,Dry,Daylight,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Cyclist (non-electric),Walking/Cycling Along Roadway With Traffic (In or Adjacent to Travel Lane),None (No Improper Action),Shoulder/Roadside,No,Possible Minor Injury,Helmet,39.03349355,-77.08918804,2025,11,16
250050977,11/13/2025 02:15:00 PM,NA,Pedestrian,Clear,Dry,Daylight,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Pedestrian,Cross/Enter at Intersection,None (No Improper Action),Intersection Marked Crosswalk,No,Possible Minor Injury,None,38.98811232,-77.01231913,2025,11,14
250050976,11/13/2025 02:15:00 PM,CONNECTICUT AVE SERVICE RD,Pedestrian,Clear,Dry,Daylight,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Pedestrian,Walking/Cycling Along Roadway Against Traffic (In or Adjacent to Travel Lane),None (No Improper Action),Intersection Unmarked Crosswalk,No,Possible Minor Injury,None,39.0538365,-77.07409667,2025,11,14
250050921,11/13/2025 09:13:00 AM,FERNWOOD RD (SB/L),Cyclist (Electric),Clear,Dry,Daylight,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Cyclist (Electric),Walking/Cycling on Sidewalk,None (No Improper Action),Intersection Marked Crosswalk,No,Possible Minor Injury,"Helmet, Reflectors",39.02185302,-77.1349627,2025,11,9
250050838,11/12/2025 05:50:00 PM,GEORGIA AVE,Pedestrian,Clear,Dry,Medium,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Pedestrian,Walking/Cycling Along Roadway Against Traffic (In or Adjacent to Travel Lane),None (No Improper Action),Intersection Marked Crosswalk,No,Possible Minor Injury,None,38.99030456,-77.02654979,2025,11,17
250050828,11/12/2025 05:30:00 PM,CONGRESSIONAL LA,Pedestrian,Clear,Dry,Dark,"Unknown, Unknown, Unknown, Unknown",Pedestrian,Other,None (No Improper Action),Shoulder/Roadside,No,Possible Minor Injury,None,39.05955874,-77.1306544,2025,11,17
250050834,11/12/2025 04:10:00 PM,RILEY RD,Pedestrian,Clear,Dry,Daylight,"Unknown, Unknown",Pedestrian,Cross/Enter at Intersection,None (No Improper Action),Intersection Marked Crosswalk,No,No Apparent Injury,None,39.00969415,-77.04309288,2025,11,16
250050782,11/12/2025 02:37:00 PM,METRORAIL TRACK B1 RAIL,Cyclist (non-electric),Clear,Dry,Daylight,"Unknown, Unknown",Cyclist (non-electric),Walking/Cycling on Sidewalk,Other,Travel Lane Other Location,Yes,Possible Minor Injury,None,39.01073624,-77.04098269,2025,11,14
250050781,11/12/2025 02:21:00 PM,UNIVERSITY BLVD W,Cyclist (non-electric),Clear,Dry,Daylight,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Cyclist (non-electric),Cross/Enter Not at Intersection,Dart/Dash,Intersection Marked Crosswalk,No,Possible Minor Injury,None,39.02607318,-77.02027006,2025,11,14
250050584,11/11/2025 08:26:00 AM,LELAND ST,Scooter (electric),Clear,Dry,Daylight,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Scooter (electric),Cross/Enter at Intersection,None (No Improper Action),Intersection Marked Crosswalk,No,No Apparent Injury,Helmet,38.98008632,-77.09376028,2025,11,8
250050532,11/10/2025 07:13:00 PM,CLARKSBURG RD,Pedestrian,Clear,Dry,Medium,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Pedestrian,Cross/Enter at Intersection,None (No Improper Action),Intersection Marked Crosswalk,No,Possible Minor Injury,None,39.24360284,-77.27915507,2025,11,19
